DATE,AFLT,GAZP,KMAZ,LKOH,VTBR,URKA,TRNFP,SIBN,SBER,ROSN,RASP,PMTL,PLZL,OGK1,MMBM,GMKN,OGK2,OGK5,AVAZ,MTSI,SNGS,VZRZ
20100805,63,166.95,70.75,1700,0.0835,138.69,32800,127.45,84.3,207.5,138,404,1367.05,1.089,985.25,5100,1.64,2.619,13.882,244.38,30.46,1010
20100806,62.47,166.88,70,1696,0.0827,137,31749,126.2,82.83,204.99,136.37,395,1360.5,1.085,981,5025,1.629,2.64,13.84,244.16,30.211,1014.99
20100809,62.65,169.61,69.73,1706.05,0.0841,138.45,31760,126.5,83.68,207.16,136.5,395.73,1360.5,1.083,989.99,5183.01,1.663,2.66,13.765,244.79,30.373,1030
20100810,62,166.53,69.4,1674.67,0.0829,136.3,30600,122.79,82.8,202.99,133.14,389.94,1348,1.069,981.99,5154.08,1.64,2.611,13.68,243.69,29.675,1030.01
20100811,60,162.3,69.4,1657,0.0809,136.8,30950,121.5,80.93,199,139,384.72,1379,1.055,980,5048.94,1.609,2.612,13.56,244.11,29.302,1014.05
20100812,59.5,162.43,68.59,1660,0.0804,139.3,30744.9,119.82,80.92,200.51,144.47,382.89,1375.5,1.043,964,4990,1.596,2.549,13.424,243.28,28.98,1010.54
20100813,60.5,161.26,69.02,1650.09,0.0804,139.8,30800,119.69,80.71,200.1,145.8,369,1374.96,1.075,964,5010,1.614,2.53,13.7,243.5,28.701,1009
20100816,60.27,163.18,67.98,1650,0.0805,139.85,30556.63,119.51,79.97,201,147.97,362.09,1372,1.066,970,5085,1.61,2.501,13.72,243.3,28.3,1009.48
20100817,61.35,164.2,68.88,1652.01,0.082,149.4,31197.78,121.09,81.26,203.42,152.98,376.5,1385.35,1.077,984,5202,1.61,2.642,13.861,244.74,28.486,1011
20100818,61,162.4,68.72,1650,0.0813,146.97,30902.01,120.06,80.6,201.88,157.97,379.99,1390.9,1.072,979,5228,1.605,2.62,14.249,244.15,28.347,1043
20100819,60.98,160.1,68.8,1637.07,0.0806,143.48,31250,118.4,79.4,201.5,158.9,377.99,1418,1.066,975,5155,1.597,2.595,14.964,244,27.968,1067.01
20100820,60.47,158.73,68.21,1645.87,0.0801,141.86,31650.04,116.9,78.37,200.4,154,378.95,1390,1.062,975,5170,1.581,2.62,15.742,244.5,27.54,1055
20100823,60.4,159.11,69.54,1644,0.0801,140.76,32390.01,116.73,77.95,199.01,155.38,374.06,1387.96,1.063,969.99,5184.91,1.558,2.62,16.177,245.6,27.7,1049.5
20100824,59.47,156.6,69.2,1630,0.0786,136.5,31685.99,114.26,75.4,195.75,152,359.38,1380,1.053,972.81,5067,1.506,2.55,17.219,243.81,27.197,1024.99
20100825,58.21,155.61,71.95,1638.3,0.0765,135.6,33290,113.49,73.99,194.7,148.99,356.27,1384,1.044,960,5018,1.483,2.534,18.387,244.18,27.8,1040
20100826,59.17,158.7,72.1,1652.99,0.0787,138.02,33569.99,114.59,76.62,196,147.9,358.49,1383.99,1.054,974.68,5123.99,1.508,2.555,18.71,246.56,27.822,1045.99
20100827,61.38,158.56,70.71,1668,0.0795,142.19,33340,116.49,77.01,197,146.7,356.27,1389.93,1.075,979.88,5198,1.515,2.562,18.651,248,28.338,1045
20100830,61,159,72.5,1655.08,0.0796,140.48,33123,116.79,77.3,196,144.4,361.06,1390,1.079,976,5276.45,1.538,2.535,19.985,252.3,28.304,1033.5
20100831,61.1,159.15,71.6,1629.99,0.0793,142.3,32850,115.35,78.31,196.36,143.52,373,1411.01,1.075,973.47,5190,1.53,2.555,20.1,249.22,28.948,1030
20100901,63.2,161.79,74.1,1656.18,0.0826,146.1,33330,116.9,80.42,199.86,152.24,393,1416.01,1.082,973.96,5305.13,1.548,2.59,23.65,248.84,29.617,1029.99
20100902,62.75,162.8,73,1676,0.0828,146.02,33460,117.17,80.63,201.46,153,396.99,1437,1.079,973.01,5231.25,1.533,2.63,26.2,249.09,29.9,1060.02
20100903,63,163,73.4,1674.01,0.0844,145.54,33049.99,118.38,81.72,202.5,155,409,1441.9,1.065,972,5268,1.535,2.664,32.198,249.1,30.31,1069
20100906,63,162.95,72.67,1669.94,0.0848,142.81,32940,119.04,81.74,202,154.46,412,1432,1.1,970,5225,1.575,2.644,27.631,249.48,30.179,1080
20100907,62.7,161.54,72.49,1671,0.0836,142.7,32700,118.27,79.95,198.99,152.57,407,1418.95,1.093,974.99,5177.7,1.592,2.614,24.831,248.81,30.451,1086.5
20100908,63.35,164.14,72.59,1678,0.0855,146.6,33500,125,82.18,203.2,156.3,439.96,1424,1.097,974.95,5263.99,1.61,2.606,24.541,251.9,30.603,1120
20100909,63.5,165.53,72.49,1715,0.0883,146.54,34249.97,123.7,83.66,206.2,157,437,1424.98,1.097,975.99,5233.13,1.612,2.605,25.201,255.5,30.59,1146.42
20100910,63.62,164.4,74,1713,0.0886,146.5,34144,123.65,83.36,205.69,152.98,434.41,1410.05,1.105,971,5208.88,1.651,2.636,25.6,255.47,30.709,1142.5
20100913,63.75,165,75.3,1713.51,0.0899,146.85,33705,123.31,84.59,205.51,154,447.95,1405.01,1.099,970,5211.98,1.646,2.637,25.217,258.05,30.864,1145
20100914,65.82,163,74.88,1703,0.0899,146.19,34214.37,121.6,84.5,203.88,151.88,449.7,1397.5,1.084,967,5080,1.619,2.618,24.777,257.75,30.765,1132
20100915,66.43,163.87,72.95,1720.98,0.0896,147,35600,121.39,84.45,200.57,153.2,459.98,1404.93,1.088,964.01,4976.69,1.629,2.65,24.46,258.8,30.75,1130
20100916,66.8,163.17,71.89,1721.2,0.0891,144.22,34785,120.22,83,205.5,154.56,458.96,1408.87,1.078,960.97,5008.87,1.639,2.621,23.998,258.26,30.097,1131
20100917,67.99,162.18,72.35,1702,0.0872,142.71,34200.01,117.71,82.15,201.71,154,464,1380.01,1.078,959.16,4945,1.616,2.645,23.945,256.98,29.48,1140
20100920,66.15,163.15,72.9,1728.27,0.0884,143.5,34615.26,119,83.37,203.5,155.79,464.39,1387.72,1.073,960,4934,1.62,2.656,23.76,254.99,29.631,1138
20100921,65.6,163.14,72.5,1743.3,0.0889,143.4,35140,119.6,83.84,203.2,157.95,465,1391.9,1.08,964.96,4969.5,1.676,2.68,22.561,253.17,29.56,1142.5
20100922,65.1,160.8,71.71,1798.05,0.0887,142.84,34401.1,119.73,82.73,201.2,157.37,470.5,1390,1.081,962,4982.8,1.715,2.745,21.252,250.94,29.189,1145
20100923,64.65,159.22,71.56,1797,0.0882,139.1,33950.01,119.25,84.3,201.79,158.61,479.01,1379.91,1.089,959,5012,1.7,2.743,27.717,248.45,28.712,1149.9
20100924,65.92,157.97,71.75,1802,0.0876,137.5,34499,118.5,84.81,201.9,160,486,1381.96,1.1,959,5057.95,1.749,2.75,26.124,253.55,28.51,1130
20100927,65.3,157.5,71.93,1728.96,0.0857,137.75,33799.19,117.31,83.66,200.97,162.51,491.9,1375,1.091,961,5031.9,1.747,2.756,25.3,251.49,28.94,1126
20100928,65,156.8,71.6,1724.85,0.0841,137,33090,116.64,83.06,197.96,162.84,484.01,1371.37,1.077,959.88,5004.86,1.734,2.688,26.115,249.13,28.75,1105.01
20100929,65.23,157.85,71.25,1708.17,0.0851,135.38,33426,117,83.9,200.37,171.09,457.66,1390,1.078,959.6,5125,1.76,2.676,26.75,250.36,28.95,1102
20100930,66.63,160,71.55,1733.04,0.0878,133.69,33800,118.78,86.08,203.52,172.01,464,1413,1.092,951.99,5196.04,1.763,2.72,26.8,250.7,29.311,1108.99
20101001,66.97,160.54,71.45,1749,0.089,134.2,33920,118.11,89.09,210.52,170.79,457.49,1398.91,1.098,973,5254.7,1.778,2.73,27.014,250.61,29.449,1105.2
20101004,67.1,161.99,72.47,1740.01,0.0893,133.06,33930.03,120.45,89.88,213.03,171,459.94,1406,1.116,974.99,5315,1.768,2.715,26.896,252.48,29.9,1111.99
20101005,65.48,162.44,71.67,1754.1,0.0917,133.06,34800,121.25,91.97,214.7,169.7,469.16,1412,1.135,979.78,5294.82,1.838,2.69,28.122,253,30.06,1100.01
20101006,65.5,163,71.95,1760.58,0.0909,135.8,34410,119.78,91.2,210.71,166.65,525,1438.28,1.118,971,5338,1.792,2.698,28.099,254.05,29.962,1099.99
20101007,65.5,162.49,72.44,1742.95,0.0905,135.84,33957.01,119.71,90.4,208.5,169.7,517,1540.78,1.118,972,5353.5,1.775,2.69,27.45,253.6,29.905,1111.93
20101008,66,163.35,74.17,1728.5,0.091,134.8,34198.96,118.4,90.5,207.99,169.7,515.3,1521,1.12,970,5304.9,1.738,2.691,27.242,250.66,30.043,1112.5
20101011,66.57,165,73.13,1750,0.0914,139.5,34711,119.37,91.74,212.94,173.5,512.01,1524.01,1.125,976.99,5369.95,1.749,2.693,27.19,251.99,30.111,1115
20101012,66.45,163,73,1757.5,0.0908,139,34393.77,118.9,90.9,213.1,173.54,516.98,1538.88,1.113,976,5388.65,1.728,2.674,28.656,250.7,30.259,1124.84
20101013,69.5,164.74,73.22,1785,0.0921,143.1,34715,121.19,91.3,212.93,173,527,1585,1.119,979.95,5400,1.73,2.68,30.598,250.96,30.643,1139.91
20101014,68.72,162.3,72.12,1797,0.0912,144,35455,120.15,91.47,211.2,173.4,530,1600,1.107,974,5432.95,1.7,2.654,30.128,249.08,30.34,1140
20101015,69.98,161,71.82,1785,0.0916,141.89,37097.87,119.77,92.53,209.09,177.94,520,1606.99,1.095,973.99,5492,1.67,2.638,30.4,250.96,30.087,1179.58
20101018,70.86,163.4,72,1780.1,0.0922,141,37700,119.67,94.96,209.82,180,515,1591.96,1.084,979.79,5516,1.656,2.628,31.14,250,30.146,1230.01
20101019,74.6,162.27,72.02,1751.13,0.0928,140,38200.01,118.6,95.37,208.8,177,514.5,1555.12,1.076,982,5425.01,1.672,2.61,31.149,252.56,30.099,1233
20101020,74.81,161.9,73.98,1745.81,0.0937,142.61,38670,118.85,97.7,209.53,176.99,505,1542.01,1.077,985.73,5476.96,1.677,2.609,32.955,251.7,29.737,1251.97
20101021,74.76,165.8,73.5,1758.49,0.0993,142.12,36495,119.99,103.31,218.69,179.97,506.88,1560,1.079,995,5550.08,1.709,2.611,33,254.38,30.073,1267
20101022,74.3,168.49,73.35,1735,0.1014,142,36240.98,118.39,101.9,217.79,180,497.7,1520,1.076,986,5455.23,1.671,2.615,33.001,252.5,29.851,1269
20101025,73.99,169.62,74.1,1740.73,0.1042,139.6,36681.66,119.68,102.3,216.46,180.55,487.23,1521.15,1.084,988.4,5609,1.677,2.625,35.74,252.09,29.955,1296
20101026,73.4,168.45,74.21,1740.85,0.1023,147.98,36700,120.47,101.42,218.1,182.2,525.87,1535,1.12,979.8,5575,1.669,2.63,35.2,250,30.203,1305
20101027,73.45,167.02,72.58,1730.99,0.1002,145.2,37335,119.25,99.72,214,180,508,1528,1.099,974.97,5512,1.665,2.618,33.5,249.98,29.95,1322
20101028,73.24,167.17,72.17,1709.05,0.1,150.84,36870,118.9,99.35,214.03,179.23,501.99,1528.5,1.1,974.91,5573.67,1.646,2.57,34.8,249.7,29.77,1316
20101029,76.8,168.89,72.15,1734.13,0.1012,153,36835.2,120.9,101.36,216.01,179.21,494.41,1537.5,1.11,975.77,5584.3,1.636,2.56,35.099,250.2,30.27,1317.49
20101101,76.8,169.89,72.71,1750,0.1036,153.6,36800,120.6,101.85,217.99,177.07,488.99,1549.6,1.11,978,5612.97,1.662,2.607,35.35,250.06,30.601,1311
20101102,76.25,170.16,72.15,1758,0.1036,154.07,36539.99,121.95,102.35,217.51,172.75,483.29,1560.01,1.098,980,5640,1.648,2.616,35.358,254.3,30.514,1317
20101103,76.76,170.19,71.75,1754.88,0.1035,163.49,36200,121.08,103.3,216.9,172.25,479.9,1542.5,1.097,979.8,5604.95,1.658,2.601,35.65,258.04,30.427,1301
20101108,77.23,174.2,72.5,1772,0.1066,165.8,36478.76,124.25,103.95,220.93,173.52,492,1586.1,1.1,980,5870.03,1.678,2.591,36.27,260.5,30.621,1310
20101109,77,176.1,73.22,1800,0.1075,178.19,36508.01,127.39,103.59,223.69,174.8,517.41,1640,1.096,974.99,6080,1.711,2.581,37.4,260.72,30.68,1300
20101110,75.66,174.47,72.5,1769.07,0.106,177.6,35850,125.44,100.44,221.29,171,515.5,1610.03,1.092,972,6020,1.719,2.57,36.9,259.2,30.7,1310
20101111,75.8,172.6,73,1756,0.105,177.5,38300,126.27,98.4,218.07,171.3,505,1635,1.091,974.9,5916.97,1.755,2.55,35.189,256.8,30.422,1301
20101112,74.68,171.88,72.7,1741.54,0.1053,173.6,39201,124.98,97.94,217.4,172.54,505.71,1618,1.083,978.45,5906.29,1.767,2.555,33.596,256.33,29.966,1298.5
20101113,75.2,171.69,72.71,1731.1,0.1057,174.57,39195,124,97.8,216.8,175.3,496.12,1597,1.082,976.19,5860,1.771,2.555,32.952,255.7,29.667,1299.11
20101115,75.46,171.79,72.89,1748.34,0.1052,173.74,39600,128.3,99.2,218.5,176.76,502,1650,1.093,977.42,5919.95,1.763,2.595,32.955,255.58,29.976,1286
20101116,75.17,169.57,71.6,1719,0.1022,170.25,39251,127.87,95.26,212.4,175.5,505,1671,1.08,974.48,5751,1.726,2.57,29.81,255.63,29.817,1285
20101117,75.19,168.81,72.59,1724.9,0.1032,175.9,40280,127,97.2,212.55,174.69,494.4,1710.01,1.077,970.23,5791,1.72,2.572,35.803,256.32,29.628,1286.99
20101118,78.8,170.7,73.16,1732,0.1047,177.7,39600.01,127.49,99.66,214.64,174.6,504.99,1725,1.083,972,5841,1.73,2.6,33.801,258.32,29.62,1279.99
20101119,79.1,172.2,72.5,1745.64,0.1037,177.15,39590,127.02,98.7,215.29,176.5,504.88,1737.89,1.078,971.99,5926.04,1.72,2.7,33.502,256.2,29.851,1271.88
20101122,79.3,169.71,72.7,1722,0.1034,174.6,39705,126.69,99.15,213.06,177.51,515.3,1755.02,1.074,971.9,5909.95,1.714,2.799,33.29,256.48,29.885,1270.81
20101123,78.4,167.7,73.38,1701,0.1012,171.95,39246.89,126.97,98.5,210.32,179.99,532,1773.51,1.067,969.99,5865.05,1.689,2.76,32.75,254.5,29.7,1272.82
20101124,79.6,170.32,72.99,1727,0.1027,177.01,39898.49,126.7,101.31,213.5,183.5,535,1754,1.084,970.02,6044,1.719,2.796,33.17,255.84,29.651,1300
20101125,81.3,172.6,72.77,1723,0.1025,174.01,40239.98,126.87,102.6,213.01,184.3,530,1753,1.104,972.49,6140.08,1.735,2.844,32.8,255.5,29.799,1325
20101126,81.5,174.49,72.47,1713.35,0.1014,179.03,40650,125.9,101.36,211.5,185.3,545,1737,1.11,970,6045,1.737,2.879,32.569,254.95,29.729,1315
20101129,80.3,173.03,72.3,1682.9,0.1012,174.5,40580,124.3,100.71,209.5,185,565.97,1763.95,1.103,969.68,5973,1.745,2.858,32.201,254,29.691,1311
20101130,80,174.2,71.78,1735,0.1,170.71,41000,124.79,101.51,207.77,189,570,1775,1.106,969,6053.03,1.763,2.84,31.39,254.1,29.603,1279.51
20101201,79.2,182.49,72.89,1790.03,0.102,175.44,40900,127.6,103.34,212.48,201,560.2,1767.93,1.12,968.99,6161,1.82,2.835,32.406,256.03,30.028,1280.01
20101202,80.68,189.2,72.98,1798.01,0.1024,182.01,41550,128.95,103.64,216.91,206.35,587,1782.01,1.122,969.84,6450,1.828,2.89,34.619,257.5,30.42,1280
20101203,82.39,190.7,72.99,1812,0.1015,194.74,41400,130.91,103.03,217.7,205.3,600.02,1798,1.116,969.99,6670,1.823,2.909,35.901,256.3,30.531,1274.99
20101206,83.9,194.3,73.05,1846.78,0.1028,196.8,41590.03,130.65,105.56,219.4,205.54,612.86,1804,1.121,972.99,6655.27,1.843,2.96,36.16,257.57,30.906,1269.99
20101207,84,192.95,72.91,1816,0.104,199.25,41646,134,107.37,220.28,207,625,1924,1.133,972.54,6610,1.85,2.952,35.433,258.2,30.51,1285.3
20101208,83.7,190.9,72.65,1779.49,0.1019,199.99,41257,131.4,104.67,216.57,202.5,609.98,1880,1.191,986,6479,1.849,2.931,35.388,255.4,29.982,1260
20101209,83.99,192.83,72.55,1785.23,0.1013,209,41550,132.07,104.63,215.86,203.6,603,1880,1.152,974.99,6566.5,1.802,2.89,36.95,254.99,30.201,1249.44
20101210,80.7,192.87,72.52,1770,0.1015,206.89,41352,132.1,104.92,221.23,198,562.88,1831.5,1.137,974.98,6698.88,1.8,2.846,38.55,254.02,30.126,1261
20101213,82.1,195.8,73.12,1761.88,0.1025,203.47,41515.1,132.19,107.45,223.08,199.86,561,1847,1.148,971.88,6618,1.806,2.826,38.387,254,30.171,1286
20101214,82.08,197.2,72.89,1743.4,0.1029,204.5,41540,130.5,107.25,221.21,199,575,1860,1.145,973,6725,1.804,2.8,38.698,254.2,30.322,1290
20101215,81.35,195.56,72.82,1757.8,0.1026,210.98,41460,129.64,107.7,219.02,199.79,589.6,1844,1.15,1079.97,6790,1.785,2.801,38.634,253.93,30.458,1294.46
20101216,80.71,193.43,72.7,1753.09,0.1028,220.98,41140,129.93,106.3,216.35,207,585.6,1836.15,1.15,1015.99,6700,1.786,2.83,38.09,254,30.231,1293
20101217,80.75,194.11,72.69,1761.9,0.1033,215.09,41500,128.2,105.7,218.99,210.65,582,1836.61,1.154,994.99,6698,1.783,2.824,37.8,256.5,30.54,1296
20101220,80.57,194.03,72.31,1743,0.1029,212.48,41410,128.14,105.6,220.1,207.68,570.13,1882,1.15,972.01,6678,1.771,2.83,37.294,257.74,30.57,1298.86
20101221,80.38,195.52,72.3,1751.05,0.1042,214.65,41480,128.49,106.8,219.88,207.5,562.95,1877.7,1.163,969.66,6695.5,1.79,2.834,37.22,260.97,30.679,1304.99
20101222,80.29,197,72.36,1762.05,0.1034,213.8,41452.01,128.98,106.78,221.8,209.8,569.99,1931.5,1.199,969,6780,1.867,2.906,37.596,260.34,30.916,1331.96
20101223,80.8,196.01,73.18,1760.86,0.1031,213.75,40802,128.66,106.99,221,209.5,563.57,1905.28,1.215,969.3,6824,1.869,2.889,37.6,260,31.098,1369.44
20101224,80.15,195.32,72.95,1752,0.1024,213.2,40080,128.42,106.23,219.5,209,564.13,1884.6,1.209,967.49,6812,1.844,2.845,37.15,259.43,30.95,1351.44
20101227,79.47,194.9,72.4,1735.7,0.1015,210.3,39945.01,127.44,105.12,218.53,207,559.98,1864,1.194,961.99,6755.19,1.815,2.784,36.15,258,30.85,1351.01
20101228,78.3,194.41,72.21,1742.18,0.1011,213.1,38980,127.44,104.47,219.8,213.25,563.93,1880,1.203,971.39,6800,1.787,2.777,34.602,257.71,30.725,1358.78
20101229,77.4,192.5,72.45,1745,0.1006,213.95,38147.98,128.08,104.35,221,214.97,570,1901,1.213,969,7195,1.78,2.812,33.758,258.01,31.429,1362.86
20101230,79.99,193.5,72.29,1742,0.101,219.92,37795,128.03,104.18,218.85,214.94,574.2,1930,1.218,965.02,7165,1.795,2.831,33.75,259.88,32.25,1370
20110111,81.51,194.15,72.97,1798,0.1041,225.5,39600,130.38,103.78,225.08,230.3,550.98,1923.06,1.24,971.5,7287,1.8,2.842,34.251,260.34,34.984,1400.05
20110112,81.55,200.64,72.9,1866,0.1093,220,40868.75,134.7,107.08,233.57,234,548.35,1927.4,1.243,980,7498.99,1.808,2.821,35.34,260.5,36.13,1450
20110113,81.45,197.4,72.7,1903,0.108,224,40200,132.5,107.54,234,228.38,538,1881.35,1.214,1057,7395,1.774,2.802,35.105,259.19,35.227,1517.97
20110114,81.79,195.92,72.62,1893,0.1091,223.75,40130,132.95,107.21,232.51,221.82,532,1835.99,1.212,1065,7400,1.778,2.81,34.799,257.27,35.289,1535
20110117,81,198.7,72.99,1924.97,0.1091,229.31,40300,137.18,109.57,244.95,222.26,552.3,1828.51,1.235,1074.98,7462.84,1.794,2.8,34.55,259.65,35.296,1531.04
20110118,80.19,198.8,73.17,1907,0.1092,232.43,40150,136.72,108.08,244.2,228.49,560.51,1824.98,1.256,1075,7490.12,1.773,2.789,34.287,260.94,34.88,1544.95
20110119,79.98,198.12,88.99,1932.7,0.1091,235.48,40200,136.55,107.66,243,229.6,555.99,1802.8,1.245,1036.55,7464,1.752,2.76,33.763,263,34.799,1540
20110120,78.82,194.2,80.59,1894,0.1078,228,39560,134.3,105.21,242,228.15,539.97,1753.9,1.204,1018,7421,1.711,2.739,33,258.98,34.182,1520
20110121,79.5,192.71,80.24,1931,0.111,236.25,39710,135.33,105.61,246.86,228.42,532,1745,1.21,1048.05,7500,1.724,2.818,33.429,259.5,34.459,1474.4
20110124,78.03,189.05,78.4,1884,0.1092,230.5,38884.28,132.43,104.05,242.86,223.7,520,1745,1.184,1258,7540,1.689,2.838,32.831,257,33.751,1469
20110125,79,190,79.08,1889.88,0.1089,225.03,38323.09,132.2,105.98,240.75,222,505,1717.86,1.186,1150,7502,1.671,2.9,32.398,255.47,33.059,1460
20110126,78.52,197.14,79.75,1896.78,0.1107,225.67,38699,133.2,108.6,247.49,228,507.29,1730,1.201,1153.45,7515.19,1.687,2.865,33.005,255.95,33.697,1460
20110127,77.8,201.3,80.49,1880.04,0.1106,231.16,38700,133.75,107.74,252.55,225.56,515.9,1716.99,1.198,1146.99,7602,1.673,2.84,32.662,252.82,33.613,1467
20110128,76.6,199.7,80.33,1849.05,0.109,227.94,38396.09,132.85,106.38,253,224.49,507,1743.25,1.183,1271,7700,1.647,2.82,32.379,251,33.699,1453.1
20110131,77.7,196.98,80.2,1834.99,0.107,225.6,38698.99,131.15,105.9,255,226.15,509.93,1784.34,1.188,1222.93,7470,1.624,2.82,32.409,249.8,33.409,1444.69
20110201,77.8,204.91,80.51,1904,0.1062,231.3,39230,134.87,106.4,259.25,228,505.88,1766,1.194,1238,7513,1.619,2.817,32.35,249.7,33.65,1423
20110202,77.2,209.51,80.25,1955,0.1028,231.33,39400,137.34,104.3,258,233.35,509.2,1754,1.189,1249.8,7590,1.625,2.785,32.753,248.79,33.498,1417
20110203,77.5,207.03,82.5,1951,0.1023,229.74,38582.06,136.1,103.88,252.69,228.5,507.5,1722.94,1.175,1244.52,7474,1.636,2.775,32.05,249.34,32.82,1405
20110204,78,213.3,81.35,1965,0.1022,230.05,39499.96,136.72,102.8,257.3,230.5,508.79,1717,1.178,1222.57,7441,1.658,2.792,31.549,249.37,33.399,1399.99
20110207,78.45,213.6,80.8,1977.48,0.1012,230.12,39393.93,137.32,103.18,257.46,232.45,512.15,1726,1.174,1190.01,7371,1.66,2.798,31.201,251.51,33.16,1400
20110208,77.5,210.4,81.49,1933.07,0.0965,219.89,38176,138.3,101.42,252.92,232.2,498.55,1709.82,1.153,1183,7231,1.618,2.736,30.741,249.95,32.204,1397.64
20110209,76.59,215.15,81.4,1932,0.0969,209.8,38135,139.4,99.86,248.8,225.11,505,1679.86,1.136,1207.1,7052,1.579,2.74,30.315,249.7,32.295,1340
20110210,74.72,208.22,80.39,1893.98,0.0934,209,37213.01,136,96.3,246.6,219.5,488.1,1607,1.11,1170.05,6839.98,1.542,2.678,30.799,245.97,31.152,1328.09
20110211,73.8,208.5,80.37,1932.86,0.0946,211.52,38800,135.85,101.04,255.7,218,499.65,1633.99,1.109,1217.99,7148.27,1.557,2.67,30.7,247,31.804,1327
20110214,72.95,203.51,80.86,1912.99,0.0951,217.94,38510,137.8,101.29,253.9,219,503.96,1668.89,1.112,1221.11,7110,1.555,2.647,30.765,247,31.8,1300
20110215,72.92,199.5,85.78,1894.9,0.0953,222.07,39042.01,137.51,99.51,258,219.88,504.74,1640,1.105,1220,7065,1.527,2.645,30.915,245.95,31.633,1294
20110216,72.4,199.4,81.5,1915.96,0.0989,224.28,39249.22,137.19,100.6,257.6,218.22,501.06,1636.96,1.116,1228,6965,1.561,2.635,31.5,249.99,31.803,1298.3
20110217,73.33,195.45,82.9,1908.8,0.0975,223.75,39130,139.05,100.9,257.12,218.8,504.45,1637,1.119,1225.01,6817,1.59,2.632,31.361,252.19,31.501,1284.96
20110218,72.7,195.5,82.57,1923.17,0.096,224.11,38650,141.52,100.82,255,218,503.5,1613.7,1.097,1230,6701.14,1.53,2.5,31.021,254.49,31.389,1270
20110221,72.29,198.92,83.8,1956.71,0.0956,224.34,39600,145.31,100.49,263.1,227.53,543,1664.84,1.093,1245.04,6815,1.54,2.525,30.79,254.68,32.625,1261.05
20110222,70.3,197.8,82.15,1948.86,0.0953,221.14,39200,154.77,98.51,265,225.26,541.59,1670,1.064,1227,6785.47,1.5,2.49,30.415,251.51,31.959,1249.96
20110224,70,208.05,79.91,1993,0.0949,212.98,38800,155.06,97.2,274.22,220.5,557.97,1708.02,1.039,1200,6579.96,1.453,2.469,29.7,247.15,33.006,1190
20110225,71.25,209.3,81.21,2006.01,0.0986,232.35,39950,153.62,100.34,272.17,226.4,542.36,1692,1.086,1188.44,6857.76,1.529,2.57,29.761,249.49,33.077,1205
20110228,73.18,210.71,81.56,2038.03,0.1012,234,40900,156.15,102.1,271.68,224.49,550,1693.1,1.092,1184,6993,1.56,2.584,30.11,247.25,33.23,1230
20110301,74.4,209.48,82,2030,0.09804,240,40210,151.49,99.89,268.4,224.22,546,1685.8,1.108,1185,7021,1.528,2.547,31,246.6,33.168,1243.7
20110302,74.6,212,82.9,2017,0.09744,235.8,40411,150.29,99.5,270.55,220.61,547.1,1728.5,1.1019,1157.5,7135,1.5019,2.521,31.187,243.9,33.331,1209.8
20110303,73.71,213.54,82.7,2035,0.0976,237.6,40974,152.7,101.99,269,222.97,545.8,1719.9,1.1113,1153.5,7101,1.5,2.5,31.16,245.4,32.98,1225
20110304,74.15,212.9,82.39,2049.1,0.09655,239.63,40275,152.58,100.33,266.69,214.13,545.2,1713.9,1.0959,1118.9,7130,1.4815,2.492,31.095,248.19,33.157,1248
20110305,74.62,214.12,82.3,2065.5,0.09783,239.81,40498,154.03,101.55,269.5,218,546.9,1718.1,1.1019,1121.8,7198,1.527,2.5265,31.09,249.9,33.215,1251
20110309,74.11,214.77,82.39,2042.1,0.09767,230.88,40624,156.03,102.91,263.99,212.6,545,1712.4,1.0999,1118.7,7116,1.5339,2.51,31.4,254.7,33.08,1347.8
20110310,73.7,207.95,80.5,1983.5,0.0941,224,39650,150.29,99.77,253.69,199.8,530,1696.9,1.0749,1029,6880,1.4996,2.498,30.04,253.5,32.324,1307.7
20110311,74.13,209.1,80.59,1991.5,0.09428,219.96,39650,144.39,98.75,253.75,192.58,516.8,1666,1.0486,991.7,6766,1.4788,2.4415,29.82,252.19,32.467,1239.9
20110314,75,216.25,79.9,1975.4,0.09265,218.1,39755,144.94,97.1,255.8,189.91,519.8,1666.5,1.0199,984,6936,1.48,2.41,28.6,252.1,32.077,1229.5
20110315,76.59,217.5,74.21,1927.7,0.0914,214.45,38847,139.5,95,250.1,183.99,528,1610,0.9654,930.5,7016,1.42,2.35,27.2,247.72,30.839,1170.6
20110316,78.49,221.81,75.4,1934.8,0.09071,216.64,38751,144.75,94.47,252.3,189.5,516.5,1597,0.96,939.4,6995,1.399,2.3512,28.235,246.89,30.19,1140
20110317,76.48,224.91,76.86,1989,0.09247,222.92,38800,146.8,98.19,257,195.5,517.9,1617,0.9499,1013.9,7165,1.3853,2.355,28.2,247.98,30.25,1137.2
20110318,74.8,224.1,76.94,2012,0.0933,225,38460,145.33,100.16,255.83,201.8,506.4,1634.4,1.012,1005,7140,1.41,2.42,30.343,248.3,29.375,1132
20110321,74.21,222.36,77.14,2012,0.09455,225.79,38549,149.27,100.54,256.9,204.25,506.3,1637,1,992,7200,1.465,2.5,30,250.61,29.777,1140.1
20110322,73.26,220.32,76.99,1971,0.094,220.79,38377,149.75,100.3,258.5,204,510,1626.8,1,988.5,7105,1.4704,2.5,30.114,251.3,29.62,1164.9
